"","dia_ocu","mes_ocu","año_ocu","dia_sem_ocu","hora_ocu","depto_ocu","tipo_veh","color_veh","causa_acc","num_hecho","zona_ocu","modelo_veh","marca_veh","mupio_ocu","g_hora","g_modelo_veh","g_hora_5","areag_ocu","sexo_pil","edad_pil","mayor_menor","estado_pil","corre_base","edad_quinquenales","g_edad"
"1",1,1,2009,4,7,18,9,99,2,18,NA,2005,NA,NA,2,4,NA,2,1,27,1,1,NA,NA,4
"2",1,1,2009,4,8,5,1,14,3,9,NA,1983,NA,NA,2,2,NA,2,1,39,1,1,NA,NA,6
"3",1,1,2009,4,8,9,3,6,2,17,NA,9999,NA,NA,2,6,NA,2,9,999,99,9,NA,NA,16
"4",1,1,2009,4,10,11,3,6,3,14,NA,9999,NA,NA,2,6,NA,2,9,999,99,9,NA,NA,16
"5",1,1,2009,4,10,14,3,6,2,3,NA,1993,NA,NA,2,3,NA,2,1,47,1,9,NA,NA,8
"6",1,1,2009,4,11,11,4,5,1,15,NA,2008,NA,NA,2,4,NA,2,1,30,1,1,NA,NA,5
"7",1,1,2009,4,12,1,1,4,1,1,NA,2003,NA,NA,3,4,NA,1,1,32,1,9,NA,NA,5
"8",1,1,2009,4,13,5,1,9,3,7,NA,2006,NA,NA,3,4,NA,2,1,23,1,1,NA,NA,3
"9",1,1,2009,4,15,4,1,2,1,19,NA,1995,NA,NA,3,3,NA,2,1,27,1,1,NA,NA,4
"10",1,1,2009,4,15,10,3,99,2,13,NA,9999,NA,NA,3,6,NA,2,9,999,99,9,NA,NA,16
"11",1,1,2009,4,16,5,3,2,2,10,NA,2008,NA,NA,3,4,NA,2,1,42,1,1,NA,NA,7
"12",1,1,2009,4,16,11,3,1,3,16,NA,1986,NA,NA,3,2,NA,2,1,26,1,1,NA,NA,4
"13",1,1,2009,4,16,21,9,9,1,6,NA,1994,NA,NA,3,3,NA,2,1,68,1,9,NA,NA,12
"14",1,1,2009,4,17,9,3,1,1,21,NA,9999,NA,NA,3,6,NA,2,9,999,99,9,NA,NA,16
"15",1,1,2009,4,18,3,1,5,1,20,NA,9999,NA,NA,4,6,NA,2,9,999,99,9,NA,NA,16
"16",1,1,2009,4,18,6,1,6,1,11,NA,2002,NA,NA,4,4,NA,2,1,35,1,1,NA,NA,6
"17",1,1,2009,4,18,22,2,1,1,5,NA,9999,NA,NA,4,6,NA,2,1,52,1,9,NA,NA,9
"18",1,1,2009,4,23,1,1,9,1,4,NA,1986,NA,NA,4,2,NA,2,1,40,1,9,NA,NA,7
"19",1,1,2009,4,23,1,4,5,1,2,NA,9999,NA,NA,4,6,NA,1,1,20,1,2,NA,NA,3
"20",1,1,2009,4,23,5,1,9,1,8,NA,2000,NA,NA,4,4,NA,1,1,41,1,1,NA,NA,7
"21",1,1,2009,4,23,10,3,2,1,12,NA,9999,NA,NA,4,6,NA,1,1,24,1,1,NA,NA,3
"22",1,1,2010,5,0,11,3,3,2,NA,99,9999,NA,NA,1,6,NA,2,1,54,1,1,NA,NA,9
"23",1,1,2010,5,0,17,1,1,3,NA,99,9999,NA,NA,1,6,NA,2,1,27,1,2,NA,NA,4
"24",1,1,2010,5,1,5,4,3,4,NA,99,9999,NA,NA,1,6,NA,2,1,35,1,2,NA,NA,6
"25",1,1,2010,5,1,13,3,99,4,NA,99,9999,NA,NA,1,6,NA,2,9,999,9,9,NA,NA,16
"26",1,1,2010,5,6,9,1,5,2,NA,2,1992,NA,NA,2,3,NA,1,1,23,1,9,NA,NA,3
"27",1,1,2010,5,12,11,4,1,4,NA,99,9999,NA,NA,3,6,NA,2,1,23,1,9,NA,NA,3
"28",1,1,2010,5,15,5,4,1,1,NA,99,9999,NA,NA,3,6,NA,2,1,25,1,1,NA,NA,4
"29",1,1,2010,5,17,18,2,4,3,NA,99,1991,NA,NA,3,3,NA,2,1,33,1,1,NA,NA,5
"30",1,1,2010,5,18,5,3,8,1,NA,99,9999,NA,NA,4,6,NA,2,1,38,1,2,NA,NA,6
"31",1,1,2010,5,19,18,4,99,1,NA,99,9999,NA,NA,4,6,NA,2,1,54,1,9,NA,NA,9
"32",1,1,2010,5,20,22,4,5,4,NA,99,9999,NA,NA,4,6,NA,2,1,21,1,9,NA,NA,3
"33",1,1,2010,5,21,1,1,3,1,NA,99,9999,NA,NA,4,6,NA,2,9,999,9,9,NA,NA,16
"34",1,1,2010,5,21,18,4,99,4,NA,99,9999,NA,NA,4,6,NA,2,2,17,2,9,NA,NA,2
"35",1,1,2011,6,0,1,4,99,2,10,99,9999,99,NA,1,6,NA,1,1,52,1,9,NA,NA,9
"36",1,1,2011,6,0,1,4,99,3,23,3,9999,99,NA,1,6,NA,2,1,45,1,9,NA,NA,8
"37",1,1,2011,6,3,2,1,4,2,13,99,9999,43,NA,1,6,NA,1,1,40,1,2,NA,NA,7
"38",1,1,2011,6,4,19,4,1,2,19,99,9999,41,NA,1,6,NA,1,1,18,1,9,NA,NA,2
"39",1,1,2011,6,5,1,3,1,2,24,6,9999,43,NA,1,6,NA,2,1,999,1,9,NA,NA,16
"40",1,1,2011,6,5,10,1,6,2,4,99,1999,5,NA,1,3,NA,1,1,43,1,2,NA,NA,7
"41",1,1,2011,6,7,1,9,5,1,14,7,9999,18,NA,2,6,NA,2,1,31,1,9,NA,NA,5
"42",1,1,2011,6,9,16,1,4,1,11,99,9999,21,NA,2,6,NA,1,1,58,1,9,NA,NA,10
"43",1,1,2011,6,11,1,4,5,3,22,6,9999,41,NA,2,6,NA,2,1,28,1,9,NA,NA,4
"44",1,1,2011,6,11,6,3,9,2,3,99,1991,43,NA,2,3,NA,1,1,21,1,9,NA,NA,3
"45",1,1,2011,6,14,5,4,4,1,1,99,9999,99,NA,3,6,NA,1,1,22,1,9,NA,NA,3
"46",1,1,2011,6,15,5,3,5,1,2,99,1986,36,NA,3,2,NA,1,1,51,1,9,NA,NA,9
"47",1,1,2011,6,16,1,4,4,2,9,5,9999,31,NA,3,6,NA,2,1,22,1,1,NA,NA,3
"48",1,1,2011,6,17,4,1,99,1,17,99,9999,43,NA,3,6,NA,1,1,38,1,2,NA,NA,6
"49",1,1,2011,6,17,11,3,1,3,5,99,2003,33,NA,3,4,NA,1,1,30,1,1,NA,NA,5
"50",1,1,2011,6,17,15,3,2,2,12,99,9999,43,NA,3,6,NA,1,1,23,1,2,NA,NA,3
"51",1,1,2011,6,19,12,3,2,1,6,99,2010,43,NA,4,5,NA,1,1,22,1,1,NA,NA,3
"52",1,1,2011,6,19,17,3,4,2,15,99,9999,43,NA,4,6,NA,1,1,57,1,2,NA,NA,10
"53",1,1,2011,6,19,18,4,99,2,20,99,9999,99,NA,4,6,NA,1,1,22,1,9,NA,NA,3
"54",1,1,2011,6,19,20,4,1,1,18,99,2004,41,NA,4,4,NA,1,1,24,1,1,NA,NA,3
"55",1,1,2011,6,20,18,3,4,1,21,99,9999,16,NA,4,6,NA,1,1,45,1,1,NA,NA,8
"56",1,1,2011,6,21,7,3,4,1,16,99,9999,43,NA,4,6,NA,1,1,33,1,2,NA,NA,5
"57",1,1,2011,6,23,1,1,10,1,8,99,1986,36,NA,4,2,NA,1,1,31,1,2,NA,NA,5
"58",1,1,2011,6,23,12,3,11,1,7,99,1987,43,NA,4,2,NA,1,1,52,1,1,NA,NA,9
"59",1,1,2012,7,0,19,3,6,3,11,99,9999,NA,1901,1,6,NA,2,1,33,1,2,NA,NA,5
"60",1,1,2012,7,2,17,3,99,3,26,99,9999,NA,1712,1,6,NA,2,1,46,1,1,NA,NA,8
"61",1,1,2012,7,2,18,4,1,1,25,99,9999,NA,1801,1,6,NA,2,9,999,1,9,NA,NA,16
"62",1,1,2012,7,2,20,1,9,1,10,99,9999,NA,2007,1,6,NA,2,1,45,1,2,NA,NA,8
"63",1,1,2012,7,4,13,3,5,3,20,99,9999,NA,1301,1,6,NA,2,1,29,1,1,NA,NA,4
"64",1,1,2012,7,6,13,3,5,3,22,99,9999,NA,1301,2,6,NA,2,1,29,1,2,NA,NA,4
"65",1,1,2012,7,9,1,4,2,1,5,6,9999,NA,108,2,6,NA,1,1,19,1,2,NA,NA,2
"66",1,1,2012,7,10,1,3,2,2,3,99,9999,NA,102,2,6,NA,2,1,52,1,1,NA,NA,9
"67",1,1,2012,7,10,22,3,1,2,8,99,9999,NA,2215,2,6,NA,2,1,31,1,1,NA,NA,5
"68",1,1,2012,7,11,1,4,1,2,7,99,9999,NA,110,2,6,NA,2,1,43,1,1,NA,NA,7
"69",1,1,2012,7,11,5,3,99,3,15,99,9999,NA,501,2,6,NA,2,1,999,1,1,NA,NA,16
"70",1,1,2012,7,11,11,3,4,1,17,99,9999,NA,1102,2,6,NA,2,1,27,1,2,NA,NA,4
"71",1,1,2012,7,12,1,1,6,1,1,3,9999,NA,101,3,6,NA,1,1,40,1,1,NA,NA,7
"72",1,1,2012,7,12,1,12,1,3,6,1,9999,NA,108,3,6,NA,2,1,40,1,2,NA,NA,7
"73",1,1,2012,7,12,10,3,99,3,16,99,9999,NA,1002,3,6,NA,2,1,76,1,1,NA,NA,14
"74",1,1,2012,7,13,15,4,5,2,23,99,9999,NA,1507,3,6,NA,2,1,26,1,2,NA,NA,4
"75",1,1,2012,7,14,7,3,1,2,27,99,9999,NA,701,3,6,NA,2,9,999,1,9,NA,NA,16
"76",1,1,2012,7,14,12,3,1,1,19,99,9999,NA,1203,3,6,NA,2,1,29,1,2,NA,NA,4
"77",1,1,2012,7,15,13,2,99,1,21,99,9999,NA,1301,3,6,NA,2,9,999,9,9,NA,NA,16
"78",1,1,2012,7,16,21,3,4,1,9,99,9999,NA,2103,3,6,NA,2,1,42,1,2,NA,NA,7
"79",1,1,2012,7,17,1,1,2,1,2,18,9999,NA,101,3,6,NA,1,1,44,1,2,NA,NA,7
"80",1,1,2012,7,17,1,1,2,1,4,11,9999,NA,101,3,6,NA,1,2,35,1,1,NA,NA,6
"81",1,1,2012,7,17,2,14,1,3,24,99,9999,NA,201,3,6,NA,2,1,27,1,2,NA,NA,4
"82",1,1,2012,7,17,5,3,7,3,14,99,9999,NA,501,3,6,NA,2,1,35,1,2,NA,NA,6
"83",1,1,2012,7,19,9,3,5,1,18,99,9999,NA,918,4,6,NA,2,1,28,1,2,NA,NA,4
"84",1,1,2012,7,19,19,2,11,2,12,99,9999,NA,1903,4,6,NA,2,1,999,1,2,NA,NA,16
"85",1,1,2012,7,22,19,3,3,1,13,99,9999,NA,1903,4,6,NA,2,1,38,1,1,NA,NA,6
"86",1,1,2013,2,0,1,99,99,5,3798,7,9999,99,101,1,6,NA,1,9,999,9,9,NA,NA,16
"87",1,1,2013,2,0,5,4,5,2,6,99,2001,2,502,1,4,NA,2,1,24,1,1,NA,NA,3
"88",1,1,2013,2,0,12,99,99,5,3804,99,9999,99,1218,1,6,NA,2,9,999,9,9,NA,NA,16
"89",1,1,2013,2,0,18,1,4,5,3806,99,9999,32,1801,1,6,NA,2,1,59,1,2,NA,NA,10
"90",1,1,2013,2,0,19,4,1,2,4,99,2012,24,1901,1,5,NA,2,1,21,1,1,NA,NA,3
"91",1,1,2013,2,1,12,5,6,1,8,99,1992,34,1217,1,3,NA,2,1,38,1,1,NA,NA,6
"92",1,1,2013,2,2,3,4,5,2,13,99,9999,99,308,1,6,NA,2,1,22,1,1,NA,NA,3
"93",1,1,2013,2,3,1,1,4,1,3,3,9999,20,108,1,6,NA,1,1,28,1,2,NA,NA,4
"94",1,1,2013,2,3,1,3,99,2,1,6,9999,99,106,1,6,NA,1,1,32,1,2,NA,NA,5
"95",1,1,2013,2,3,18,4,99,2,11,99,9999,99,1801,1,6,NA,2,1,25,1,1,NA,NA,4
"96",1,1,2013,2,4,3,4,99,2,12,99,9999,99,301,1,6,NA,2,2,25,1,1,NA,NA,4
"97",1,1,2013,2,5,1,1,2,2,2,11,2010,5,101,1,5,NA,1,1,34,1,2,NA,NA,5
"98",1,1,2013,2,5,2,3,9,5,3805,99,1984,44,201,1,2,NA,2,1,23,1,2,NA,NA,3
"99",1,1,2013,2,6,18,4,5,5,3807,99,9999,42,1801,2,6,NA,2,1,18,1,2,NA,NA,2
"100",1,1,2013,2,7,13,3,99,3,9,99,9999,44,1322,2,6,NA,2,9,999,1,1,NA,NA,16
"101",1,1,2013,2,8,16,5,2,2,10,99,1999,19,1604,2,3,NA,2,1,33,1,2,NA,NA,5
"102",1,1,2013,2,9,19,99,99,5,3801,99,9999,99,1903,2,6,NA,2,9,999,9,9,NA,NA,16
"103",1,1,2013,2,11,9,2,5,2,7,99,9999,44,901,2,6,NA,2,1,36,1,2,NA,NA,6
"104",1,1,2013,2,14,20,99,99,5,3800,99,9999,99,2001,3,6,NA,2,9,999,9,9,NA,NA,16
"105",1,1,2013,2,15,1,99,99,5,3797,18,9999,99,101,3,6,NA,1,9,999,9,9,NA,NA,16
"106",1,1,2013,2,16,9,1,3,5,3803,10,9999,21,901,3,6,NA,1,1,32,1,2,NA,NA,5
"107",1,1,2013,2,17,19,99,99,5,3802,99,9999,99,1901,3,6,NA,2,9,999,9,9,NA,NA,16
"108",1,1,2013,2,17,22,1,3,5,3799,99,1990,44,2204,3,3,NA,2,1,49,1,1,NA,NA,8
"109",1,1,2013,2,18,19,3,1,3,5,99,9999,44,1901,4,6,NA,2,1,19,1,9,NA,NA,2
"110",1,1,2014,3,0,16,1,4,1,6,8,9999,44,1601,1,6,NA,1,1,56,1,2,6,NA,10
"111",1,1,2014,3,1,5,4,3,1,4,1,9999,42,502,1,6,NA,1,1,21,1,9,4,NA,3
"112",1,1,2014,3,1,5,99,99,1,11,99,9999,99,501,1,6,NA,1,9,999,9,9,11,NA,16
"113",1,1,2014,3,1,10,4,5,5,3377,99,2010,24,1008,1,5,NA,1,1,31,1,2,2,NA,5
"114",1,1,2014,3,3,1,1,1,1,2,7,1999,46,101,1,3,NA,1,1,30,1,9,2,NA,5
"115",1,1,2014,3,3,1,1,5,1,1,7,1998,32,101,1,3,NA,1,1,20,1,9,1,NA,3
"116",1,1,2014,3,8,18,1,1,2,7,99,1991,21,1801,2,3,NA,1,1,23,1,2,7,NA,3
"117",1,1,2014,3,10,17,4,1,5,3383,99,2005,42,1705,2,4,NA,1,1,21,1,9,8,NA,3
"118",1,1,2014,3,11,11,99,99,5,3380,99,9999,99,1105,2,6,NA,2,9,999,9,9,5,NA,16
"119",1,1,2014,3,12,12,99,99,5,3381,99,9999,99,1201,3,6,NA,2,9,999,9,9,6,NA,16
"120",1,1,2014,3,14,10,3,2,5,3378,99,9999,44,1014,3,6,NA,1,9,999,9,2,3,NA,16
"121",1,1,2014,3,17,4,1,1,2,8,99,1983,37,401,3,2,NA,2,1,45,1,9,8,NA,8
"122",1,1,2014,3,17,11,2,3,2,5,99,9999,23,1102,3,6,NA,2,1,53,1,2,5,NA,9
"123",1,1,2014,3,17,11,8,99,5,3379,99,9999,99,1104,3,6,NA,2,1,30,1,9,4,NA,5
"124",1,1,2014,3,19,1,1,2,1,3,1,1992,42,101,4,3,NA,1,1,18,1,9,3,NA,2
"125",1,1,2014,3,20,1,99,99,5,3376,99,9999,99,116,4,6,NA,2,9,999,9,9,1,NA,16
"126",1,1,2014,3,20,13,1,99,5,3382,99,9999,99,1301,4,6,NA,2,9,999,9,9,7,NA,16
"127",1,1,2014,3,21,17,1,99,1,9,99,9999,99,1703,4,6,NA,2,9,999,9,9,9,NA,16
"128",1,1,2014,3,21,19,1,99,1,10,99,9999,99,1908,4,6,NA,2,9,999,9,9,10,NA,16
"129",1,1,2015,4,0,1,99,99,5,4288,1,9999,99,103,1,6,1,1,9,999,9,9,NA,18,16
"130",1,1,2015,4,1,1,1,4,2,5,8,9999,34,115,1,6,1,1,1,23,1,9,NA,5,3
"131",1,1,2015,4,2,1,3,6,1,3,7,9999,44,101,1,6,1,1,9,999,9,9,NA,18,16
"132",1,1,2015,4,3,10,99,99,5,4293,99,9999,99,1001,1,6,1,2,9,999,9,9,NA,18,16
"133",1,1,2015,4,4,10,99,99,5,4294,99,9999,99,1010,1,6,1,2,9,999,9,9,NA,18,16
"134",1,1,2015,4,7,11,3,2,3,10,99,2001,44,1101,2,4,1,2,1,21,1,2,NA,5,3
"135",1,1,2015,4,8,1,4,4,3,6,99,9999,41,114,2,6,1,2,1,19,1,1,NA,4,2
"136",1,1,2015,4,9,1,4,5,2,4,12,9999,40,101,2,6,1,1,1,20,1,9,NA,5,3
"137",1,1,2015,4,10,6,4,5,3,8,99,9999,99,602,2,6,1,2,1,24,1,2,NA,5,3
"138",1,1,2015,4,12,1,4,1,5,4289,6,2013,14,108,3,5,2,1,1,24,1,1,NA,5,3
"139",1,1,2015,4,15,15,1,5,1,11,99,9999,99,1501,3,6,2,2,9,999,9,9,NA,18,16
"140",1,1,2015,4,16,1,4,5,1,1,1,2011,21,101,3,5,2,1,1,19,1,9,NA,4,2
"141",1,1,2015,4,17,1,4,1,1,7,99,9999,21,110,3,6,2,2,1,23,1,1,NA,5,3
"142",1,1,2015,4,20,6,3,1,1,9,99,2015,44,602,4,5,3,2,1,29,1,1,NA,6,4
"143",1,1,2015,4,22,1,4,5,1,2,16,9999,21,101,4,6,3,1,1,32,1,1,NA,7,5
"144",1,1,2015,4,23,1,4,2,5,4290,99,9999,2,110,4,6,3,2,1,28,1,1,NA,6,4
"145",1,1,2015,4,23,1,4,3,5,4291,19,9999,14,101,4,6,3,1,1,21,1,1,NA,5,3
"146",1,1,2015,4,23,19,99,99,5,4292,99,9999,99,1901,4,6,3,2,9,999,9,9,NA,18,16
"147",1,1,2016,5,2,1,1,5,1,2,18,1994,48,101,1,3,1,1,NA,NA,NA,NA,NA,NA,NA
"148",1,1,2016,5,2,1,1,99,1,8,99,9999,999,109,1,6,1,2,NA,NA,NA,NA,NA,NA,NA
"149",1,1,2016,5,2,1,2,9,1,1,1,9999,69,101,1,6,1,1,NA,NA,NA,NA,NA,NA,NA
"150",1,1,2016,5,2,13,3,99,1,19,99,1991,31,1301,1,3,1,1,NA,NA,NA,NA,NA,NA,NA
"151",1,1,2016,5,3,4,4,1,5,5207,99,9999,5,407,1,6,1,2,NA,NA,NA,NA,NA,NA,NA
"152",1,1,2016,5,3,20,99,99,5,5203,99,9999,999,2001,1,6,1,2,NA,NA,NA,NA,NA,NA,NA
"153",1,1,2016,5,4,21,3,5,5,5202,99,1994,69,2106,1,3,1,2,NA,NA,NA,NA,NA,NA,NA
"154",1,1,2016,5,5,1,1,6,1,7,99,2000,69,109,1,4,1,2,NA,NA,NA,NA,NA,NA,NA
"155",1,1,2016,5,6,1,99,99,5,5200,99,9999,999,113,2,6,1,2,NA,NA,NA,NA,NA,NA,NA
"156",1,1,2016,5,6,9,3,4,1,15,99,1994,69,911,2,3,1,2,NA,NA,NA,NA,NA,NA,NA
"157",1,1,2016,5,6,16,3,1,5,5204,99,1988,69,1603,2,2,1,2,NA,NA,NA,NA,NA,NA,NA
"158",1,1,2016,5,10,1,3,4,3,4,99,2014,52,106,2,5,1,2,NA,NA,NA,NA,NA,NA,NA
"159",1,1,2016,5,10,22,99,99,1,9,99,9999,999,2201,2,6,1,2,NA,NA,NA,NA,NA,NA,NA
"160",1,1,2016,5,12,1,2,9,1,6,99,2003,41,109,3,4,2,1,NA,NA,NA,NA,NA,NA,NA
"161",1,1,2016,5,12,1,4,3,1,5,99,2006,3,106,3,4,2,2,NA,NA,NA,NA,NA,NA,NA
"162",1,1,2016,5,12,4,11,99,1,22,99,9999,999,401,3,6,2,2,NA,NA,NA,NA,NA,NA,NA
"163",1,1,2016,5,12,11,3,1,1,13,99,1987,69,1101,3,2,2,2,NA,NA,NA,NA,NA,NA,NA
"164",1,1,2016,5,13,1,1,9,1,3,18,9999,999,101,3,6,2,1,NA,NA,NA,NA,NA,NA,NA
"165",1,1,2016,5,14,9,3,99,1,16,99,9999,999,920,3,6,2,2,NA,NA,NA,NA,NA,NA,NA
"166",1,1,2016,5,15,3,4,99,5,5208,99,9999,67,301,3,6,2,2,NA,NA,NA,NA,NA,NA,NA
"167",1,1,2016,5,15,16,3,99,5,5205,99,9999,999,1601,3,6,2,2,NA,NA,NA,NA,NA,NA,NA
"168",1,1,2016,5,16,14,99,99,5,5206,99,9999,999,1406,3,6,2,2,NA,NA,NA,NA,NA,NA,NA
"169",1,1,2016,5,17,20,4,99,1,10,99,9999,999,2007,3,6,2,2,NA,NA,NA,NA,NA,NA,NA
"170",1,1,2016,5,19,6,1,99,2,12,99,9999,999,602,4,6,3,2,NA,NA,NA,NA,NA,NA,NA
"171",1,1,2016,5,19,12,3,5,1,18,99,1983,69,1219,4,2,3,2,NA,NA,NA,NA,NA,NA,NA
"172",1,1,2016,5,20,1,4,5,5,5199,8,9999,67,101,4,6,3,1,NA,NA,NA,NA,NA,NA,NA
"173",1,1,2016,5,20,19,99,99,1,11,99,9999,999,1905,4,6,3,2,NA,NA,NA,NA,NA,NA,NA
"174",1,1,2016,5,21,9,1,2,1,17,99,1999,27,901,4,3,3,2,NA,NA,NA,NA,NA,NA,NA
"175",1,1,2016,5,22,9,3,99,1,14,99,1993,999,917,4,3,3,2,NA,NA,NA,NA,NA,NA,NA
"176",1,1,2016,5,22,16,2,3,1,20,99,9999,69,1601,4,6,3,2,NA,NA,NA,NA,NA,NA,NA
"177",1,1,2016,5,23,18,2,1,1,21,99,1989,69,1801,4,2,3,2,NA,NA,NA,NA,NA,NA,NA
"178",1,1,2016,5,23,22,9,6,5,5201,99,2012,69,2206,4,5,3,2,NA,NA,NA,NA,NA,NA,NA
"179",1,1,2017,7,0,2,4,3,2,12,99,9999,6,203,1,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"180",1,1,2017,7,1,1,12,7,1,1,6,1971,7,101,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"181",1,1,2017,7,2,1,4,1,2,2,99,9999,18,110,1,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"182",1,1,2017,7,2,5,4,5,1,5,99,9999,54,502,1,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"183",1,1,2017,7,2,7,1,1,2,15,99,9999,74,710,1,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"184",1,1,2017,7,5,5,99,99,5,600,99,9999,999,501,1,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"185",1,1,2017,7,6,16,99,99,5,604,99,9999,999,1615,2,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"186",1,1,2017,7,7,1,1,5,5,597,99,9999,999,117,2,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"187",1,1,2017,7,7,13,4,1,2,8,99,2007,67,1301,2,4,1,NA,NA,NA,NA,NA,NA,NA,NA
"188",1,1,2017,7,8,4,99,99,5,607,99,9999,999,401,2,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"189",1,1,2017,7,8,5,2,4,5,599,99,9999,27,501,2,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"190",1,1,2017,7,8,5,99,99,5,601,99,9999,999,501,2,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"191",1,1,2017,7,8,10,14,1,5,602,99,9999,999,1014,2,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"192",1,1,2017,7,8,17,4,99,2,14,99,9999,999,1710,2,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"193",1,1,2017,7,10,5,14,1,1,3,99,2014,6,504,2,5,1,NA,NA,NA,NA,NA,NA,NA,NA
"194",1,1,2017,7,10,7,9,2,1,16,99,9999,69,701,2,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"195",1,1,2017,7,11,1,4,99,2,26,10,9999,999,101,2,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"196",1,1,2017,7,11,20,1,1,1,23,99,2007,69,2001,2,4,1,NA,NA,NA,NA,NA,NA,NA,NA
"197",1,1,2017,7,12,10,1,3,1,21,99,9999,999,1021,3,6,2,NA,NA,NA,NA,NA,NA,NA,NA
"198",1,1,2017,7,13,7,2,4,5,606,99,1992,52,705,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA
"199",1,1,2017,7,14,5,4,5,1,4,99,9999,64,511,3,6,2,NA,NA,NA,NA,NA,NA,NA,NA
"200",1,1,2017,7,14,10,1,5,1,22,99,9999,48,1004,3,6,2,NA,NA,NA,NA,NA,NA,NA,NA
"201",1,1,2017,7,14,17,8,2,1,13,99,9999,34,1703,3,6,2,NA,NA,NA,NA,NA,NA,NA,NA
"202",1,1,2017,7,15,1,5,2,1,19,99,2007,41,104,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA
"203",1,1,2017,7,15,6,4,99,2,27,99,9999,999,603,3,6,2,NA,NA,NA,NA,NA,NA,NA,NA
"204",1,1,2017,7,16,8,2,9,1,9,99,9999,69,801,3,6,2,NA,NA,NA,NA,NA,NA,NA,NA
"205",1,1,2017,7,16,15,4,5,5,605,99,2016,67,1503,3,5,2,NA,NA,NA,NA,NA,NA,NA,NA
"206",1,1,2017,7,18,1,1,5,1,18,99,9999,56,110,4,6,3,NA,NA,NA,NA,NA,NA,NA,NA
"207",1,1,2017,7,18,5,22,1,1,25,99,2015,999,509,4,5,3,NA,NA,NA,NA,NA,NA,NA,NA
"208",1,1,2017,7,18,8,3,10,1,10,99,1982,56,802,4,2,3,NA,NA,NA,NA,NA,NA,NA,NA
"209",1,1,2017,7,18,16,3,1,2,11,99,2004,69,1616,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA
"210",1,1,2017,7,19,4,3,4,1,17,99,9999,56,413,4,6,3,NA,NA,NA,NA,NA,NA,NA,NA
"211",1,1,2017,7,19,12,99,99,5,603,99,9999,999,1201,4,6,3,NA,NA,NA,NA,NA,NA,NA,NA
"212",1,1,2017,7,20,1,5,2,1,6,99,1994,158,107,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA
"213",1,1,2017,7,21,1,4,1,1,7,99,2013,999,107,4,5,3,NA,NA,NA,NA,NA,NA,NA,NA
"214",1,1,2017,7,21,19,2,4,1,24,99,9999,41,1903,4,6,3,NA,NA,NA,NA,NA,NA,NA,NA
"215",1,1,2017,7,22,1,4,5,1,20,99,2016,3,113,4,5,3,NA,NA,NA,NA,NA,NA,NA,NA
"216",1,1,2017,7,23,5,4,99,5,598,99,9999,999,501,4,6,3,NA,NA,NA,NA,NA,NA,NA,NA
"217",1,2,2009,7,0,5,1,2,2,335,NA,1985,NA,NA,1,2,NA,2,1,28,1,1,NA,NA,4
"218",1,2,2009,7,0,12,4,99,1,348,NA,9999,NA,NA,1,6,NA,2,1,37,1,1,NA,NA,6
"219",1,2,2009,7,0,13,3,1,2,349,NA,9999,NA,NA,1,6,NA,1,1,24,1,1,NA,NA,3
"220",1,2,2009,7,0,18,6,99,1,345,NA,9999,NA,NA,1,6,NA,2,1,29,1,1,NA,NA,4
"221",1,2,2009,7,0,19,2,99,1,333,NA,1986,NA,NA,1,2,NA,2,1,56,1,1,NA,NA,10
"222",1,2,2009,7,2,11,4,99,4,337,NA,9999,NA,NA,1,6,NA,2,9,999,99,9,NA,NA,16
"223",1,2,2009,7,4,1,1,5,2,326,NA,9999,NA,NA,1,6,NA,1,1,22,1,9,NA,NA,3
"224",1,2,2009,7,6,1,1,4,2,327,NA,9999,NA,NA,2,6,NA,1,1,25,1,9,NA,NA,4
"225",1,2,2009,7,7,5,4,3,1,336,NA,2004,NA,NA,2,4,NA,2,1,26,1,1,NA,NA,4
"226",1,2,2009,7,12,6,3,99,3,338,NA,9999,NA,NA,3,6,NA,2,9,999,99,9,NA,NA,16
"227",1,2,2009,7,12,14,9,2,1,346,NA,2006,NA,NA,3,4,NA,2,1,46,1,1,NA,NA,8
"228",1,2,2009,7,13,19,4,99,1,334,NA,9999,NA,NA,3,6,NA,2,1,28,1,1,NA,NA,4
