"","dia_ocu","mes_ocu","año_ocu","dia_sem_ocu","hora_ocu","depto_ocu","tipo_veh","color_veh","causa_acc","num_hecho","zona_ocu","modelo_veh","marca_veh","mupio_ocu","g_hora","g_modelo_veh","g_hora_5","areag_ocu","sexo_pil","edad_pil","mayor_menor","estado_pil","corre_base","edad_quinquenales","g_edad"
"28609",20,1,2016,3,6,22,3,4,1,244,99,1985,69,2215,2,2,1,2,NA,NA,NA,NA,NA,NA,NA
"28610",20,1,2016,3,7,3,4,99,4,261,99,2016,64,303,2,5,1,2,NA,NA,NA,NA,NA,NA,NA
"28611",20,1,2016,3,7,14,4,5,1,260,99,9999,76,1416,2,6,1,2,NA,NA,NA,NA,NA,NA,NA
"28612",20,1,2016,3,9,15,1,99,5,5337,99,9999,999,1503,2,6,1,2,NA,NA,NA,NA,NA,NA,NA
"28613",20,1,2016,3,10,3,4,99,5,5339,99,9999,999,312,2,6,1,1,NA,NA,NA,NA,NA,NA,NA
"28614",20,1,2016,3,10,13,2,4,1,257,99,2007,41,1307,2,4,1,2,NA,NA,NA,NA,NA,NA,NA
"28615",20,1,2016,3,11,18,3,4,1,259,99,9999,999,1801,2,6,1,2,NA,NA,NA,NA,NA,NA,NA
"28616",20,1,2016,3,13,6,7,3,1,249,99,1987,999,608,3,2,2,2,NA,NA,NA,NA,NA,NA,NA
"28617",20,1,2016,3,15,1,14,1,3,242,99,9999,6,102,3,6,2,2,NA,NA,NA,NA,NA,NA,NA
"28618",20,1,2016,3,15,22,4,5,4,245,99,2012,27,2205,3,5,2,2,NA,NA,NA,NA,NA,NA,NA
"28619",20,1,2016,3,16,11,1,3,1,253,99,1988,69,1105,3,2,2,1,NA,NA,NA,NA,NA,NA,NA
"28620",20,1,2016,3,17,6,1,1,1,250,99,2008,10,614,3,4,2,2,NA,NA,NA,NA,NA,NA,NA
"28621",20,1,2016,3,17,9,5,2,1,255,99,1992,50,901,3,3,2,1,NA,NA,NA,NA,NA,NA,NA
"28622",20,1,2016,3,17,21,1,11,1,247,99,9999,48,2101,3,6,2,1,NA,NA,NA,NA,NA,NA,NA
"28623",20,1,2016,3,18,16,4,5,4,258,99,9999,27,1609,4,6,3,1,NA,NA,NA,NA,NA,NA,NA
"28624",20,1,2016,3,18,22,1,99,1,246,99,9999,52,2214,4,6,3,2,NA,NA,NA,NA,NA,NA,NA
"28625",20,1,2016,3,19,3,4,5,2,262,99,9999,18,301,4,6,3,1,NA,NA,NA,NA,NA,NA,NA
"28626",20,1,2016,3,19,10,14,99,5,5336,99,9999,999,1001,4,6,3,1,NA,NA,NA,NA,NA,NA,NA
"28627",20,1,2016,3,19,19,99,99,1,248,99,9999,999,1909,4,6,3,2,NA,NA,NA,NA,NA,NA,NA
"28628",20,1,2016,3,20,12,3,99,2,256,99,1984,69,1201,4,2,3,2,NA,NA,NA,NA,NA,NA,NA
"28629",20,1,2016,3,22,10,4,5,2,252,99,9999,6,1015,4,6,3,2,NA,NA,NA,NA,NA,NA,NA
"28630",20,1,2016,3,22,10,5,99,1,251,99,9999,999,1004,4,6,3,2,NA,NA,NA,NA,NA,NA,NA
"28631",20,1,2017,5,0,3,3,3,2,208,99,1996,17,306,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA
"28632",20,1,2017,5,0,6,5,6,2,205,99,9999,17,601,1,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"28633",20,1,2017,5,3,1,4,14,1,202,6,2017,27,101,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA
"28634",20,1,2017,5,7,13,99,99,5,694,99,9999,999,1320,2,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"28635",20,1,2017,5,11,1,2,9,1,203,99,9999,28,108,2,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"28636",20,1,2017,5,11,1,2,99,5,689,99,9999,999,108,2,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"28637",20,1,2017,5,12,4,3,9,5,696,99,9999,17,414,3,6,2,NA,NA,NA,NA,NA,NA,NA,NA
"28638",20,1,2017,5,12,9,5,99,5,692,99,9999,999,901,3,6,2,NA,NA,NA,NA,NA,NA,NA,NA
"28639",20,1,2017,5,13,10,4,5,5,691,99,2013,6,1001,3,5,2,NA,NA,NA,NA,NA,NA,NA,NA
"28640",20,1,2017,5,14,5,2,15,3,204,99,9999,67,509,3,6,2,NA,NA,NA,NA,NA,NA,NA,NA
"28641",20,1,2017,5,15,4,4,1,5,697,99,9999,3,401,3,6,2,NA,NA,NA,NA,NA,NA,NA,NA
"28642",20,1,2017,5,17,14,2,5,1,207,99,2009,28,1401,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA
"28643",20,1,2017,5,19,1,12,1,5,690,99,1979,30,109,4,1,3,NA,NA,NA,NA,NA,NA,NA,NA
"28644",20,1,2017,5,21,1,1,2,1,201,9,2017,41,101,4,5,3,NA,NA,NA,NA,NA,NA,NA,NA
"28645",20,1,2017,5,21,16,3,7,1,206,99,2001,56,1601,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA
"28646",20,1,2017,5,22,8,4,3,5,695,99,2015,6,801,4,5,3,NA,NA,NA,NA,NA,NA,NA,NA
"28647",20,1,2017,5,22,9,99,99,5,693,99,9999,999,901,4,6,3,NA,NA,NA,NA,NA,NA,NA,NA
"28648",20,2,2009,5,11,14,9,3,1,564,NA,9999,NA,NA,2,6,NA,2,1,25,1,1,NA,NA,4
"28649",20,2,2009,5,11,18,1,4,1,563,NA,9999,NA,NA,2,6,NA,2,1,58,1,1,NA,NA,10
"28650",20,2,2009,5,14,1,12,1,1,558,NA,1993,NA,NA,3,3,NA,1,1,22,1,1,NA,NA,3
"28651",20,2,2009,5,14,14,7,6,1,560,NA,1984,NA,NA,3,2,NA,2,1,34,1,1,NA,NA,5
"28652",20,2,2009,5,17,16,3,5,1,562,NA,9999,NA,NA,3,6,NA,1,1,27,1,1,NA,NA,4
"28653",20,2,2009,5,21,10,3,1,3,561,NA,9999,NA,NA,4,6,NA,2,9,999,99,9,NA,NA,16
"28654",20,2,2009,5,22,1,1,1,1,557,NA,2004,NA,NA,4,4,NA,1,1,28,1,1,NA,NA,4
"28655",20,2,2009,5,99,1,2,9,1,559,NA,9999,NA,NA,NA,6,NA,1,1,53,1,1,NA,NA,9
"28656",20,2,2010,6,2,1,3,99,2,NA,99,1995,NA,NA,1,3,NA,2,1,33,1,9,NA,NA,5
"28657",20,2,2010,6,4,10,6,99,1,NA,99,9999,NA,NA,1,6,NA,2,9,999,9,9,NA,NA,16
"28658",20,2,2010,6,15,1,2,9,3,NA,99,9999,NA,NA,3,6,NA,2,1,32,1,9,NA,NA,5
"28659",20,2,2010,6,16,1,4,99,1,NA,99,2009,NA,NA,3,4,NA,1,1,20,1,9,NA,NA,3
"28660",20,2,2010,6,17,3,5,2,1,NA,99,2003,NA,NA,3,4,NA,2,1,54,1,9,NA,NA,9
"28661",20,2,2010,6,19,18,4,5,2,NA,99,9999,NA,NA,4,6,NA,2,1,26,1,9,NA,NA,4
"28662",20,2,2010,6,20,13,99,1,1,NA,99,9999,NA,NA,4,6,NA,2,1,20,1,9,NA,NA,3
"28663",20,2,2010,6,22,1,4,99,2,NA,18,9999,NA,NA,4,6,NA,1,1,25,1,9,NA,NA,4
"28664",20,2,2011,7,7,5,4,2,4,151,99,2004,41,NA,2,4,NA,2,1,23,1,9,NA,NA,3
"28665",20,2,2011,7,7,6,4,1,1,152,99,9999,99,NA,2,6,NA,1,1,21,1,9,NA,NA,3
"28666",20,2,2011,7,9,17,4,99,4,157,99,9999,99,NA,2,6,NA,2,1,24,1,9,NA,NA,3
"28667",20,2,2011,7,13,13,3,6,1,156,99,1994,43,NA,3,3,NA,1,1,30,1,2,NA,NA,5
"28668",20,2,2011,7,17,1,5,2,2,150,15,1993,18,NA,3,3,NA,2,1,40,1,1,NA,NA,7
"28669",20,2,2011,7,18,1,3,3,3,149,25,1990,23,NA,4,3,NA,2,1,63,1,9,NA,NA,11
"28670",20,2,2011,7,18,12,2,11,1,155,99,2005,43,NA,4,4,NA,1,1,39,1,9,NA,NA,6
"28671",20,2,2011,7,20,9,4,14,1,154,2,9999,35,NA,4,6,NA,2,1,43,1,9,NA,NA,7
"28672",20,2,2011,7,20,10,3,11,1,153,99,9999,43,NA,4,6,NA,1,1,20,1,2,NA,NA,3
"28673",20,2,2012,1,0,4,7,3,3,470,99,9999,NA,401,1,6,NA,2,9,999,9,9,NA,NA,16
"28674",20,2,2012,1,0,5,1,99,3,464,99,9999,NA,501,1,6,NA,2,1,24,1,2,NA,NA,3
"28675",20,2,2012,1,5,10,3,10,1,466,99,9999,NA,1020,1,6,NA,2,1,34,1,1,NA,NA,5
"28676",20,2,2012,1,8,20,2,6,1,463,99,9999,NA,2001,2,6,NA,2,1,29,1,1,NA,NA,4
"28677",20,2,2012,1,10,21,1,9,1,461,99,9999,NA,2106,2,6,NA,2,1,39,1,1,NA,NA,6
"28678",20,2,2012,1,11,9,2,1,1,468,99,9999,NA,920,2,6,NA,2,1,54,1,2,NA,NA,9
"28679",20,2,2012,1,14,5,3,9,2,465,99,9999,NA,507,3,6,NA,2,1,30,1,2,NA,NA,5
"28680",20,2,2012,1,14,9,4,1,4,469,99,9999,NA,920,3,6,NA,2,1,24,1,9,NA,NA,3
"28681",20,2,2012,1,16,11,1,99,1,467,99,9999,NA,1101,3,6,NA,2,1,26,1,1,NA,NA,4
"28682",20,2,2012,1,17,1,1,4,1,457,5,9999,NA,101,3,6,NA,1,9,999,9,9,NA,NA,16
"28683",20,2,2012,1,17,22,3,9,2,460,99,9999,NA,2201,3,6,NA,2,1,24,1,1,NA,NA,3
"28684",20,2,2012,1,18,1,3,3,1,459,99,9999,NA,110,4,6,NA,2,1,29,1,1,NA,NA,4
"28685",20,2,2012,1,18,21,2,4,2,462,2,9999,NA,2101,4,6,NA,1,1,12,2,2,NA,NA,1
"28686",20,2,2012,1,19,1,1,6,1,458,7,9999,NA,101,4,6,NA,1,1,39,1,2,NA,NA,6
"28687",20,2,2012,1,21,1,1,3,1,456,99,9999,NA,102,4,6,NA,2,1,48,1,1,NA,NA,8
"28688",20,2,2013,3,0,1,1,5,1,486,10,9999,99,101,1,6,NA,2,1,25,1,9,NA,NA,4
"28689",20,2,2013,3,0,10,4,99,2,481,2,9999,99,1001,1,6,NA,2,2,37,1,1,NA,NA,6
"28690",20,2,2013,3,3,18,3,3,1,483,99,9999,5,1801,1,6,NA,2,1,50,1,2,NA,NA,9
"28691",20,2,2013,3,8,1,3,99,2,477,99,9999,99,113,2,6,NA,2,1,999,1,9,NA,NA,16
"28692",20,2,2013,3,8,1,4,99,1,487,9,9999,99,101,2,6,NA,2,1,30,1,9,NA,NA,5
"28693",20,2,2013,3,8,1,12,6,5,4138,1,9999,99,101,2,6,NA,2,1,43,1,9,NA,NA,7
"28694",20,2,2013,3,11,5,6,2,1,480,99,1999,15,505,2,3,NA,2,1,25,1,1,NA,NA,4
"28695",20,2,2013,3,14,1,1,6,1,478,99,9999,21,107,3,6,NA,2,1,23,1,2,NA,NA,3
"28696",20,2,2013,3,15,4,3,2,5,4139,99,9999,44,407,3,6,NA,2,1,32,1,1,NA,NA,5
"28697",20,2,2013,3,17,2,1,4,1,482,99,2012,30,201,3,5,NA,2,1,31,1,1,NA,NA,5
"28698",20,2,2013,3,17,22,3,2,1,479,99,1993,44,2203,3,3,NA,2,1,39,1,2,NA,NA,6
"28699",20,2,2013,3,20,16,6,6,5,4140,99,9999,15,1604,4,6,NA,2,1,39,1,1,NA,NA,6
"28700",20,2,2013,3,20,18,4,1,1,485,99,9999,37,1802,4,6,NA,2,1,31,1,9,NA,NA,5
"28701",20,2,2013,3,21,1,99,99,5,4143,10,9999,99,108,4,6,NA,2,9,999,9,9,NA,NA,16
"28702",20,2,2013,3,21,18,1,1,2,484,99,9999,44,1801,4,6,NA,2,1,29,1,9,NA,NA,4
"28703",20,2,2013,3,22,1,1,99,5,4142,99,9999,47,102,4,6,NA,2,9,999,9,9,NA,NA,16
"28704",20,2,2013,3,22,1,99,99,5,4141,5,9999,99,101,4,6,NA,2,9,999,9,9,NA,NA,16
"28705",20,2,2014,4,8,9,99,99,5,3675,99,9999,99,901,2,6,NA,1,1,999,1,9,300,NA,16
"28706",20,2,2014,4,10,6,1,3,1,421,99,2003,44,601,2,4,NA,2,1,58,1,9,421,NA,10
"28707",20,2,2014,4,11,1,99,99,5,3673,11,9999,99,101,2,6,NA,1,1,999,1,9,298,NA,16
"28708",20,2,2014,4,13,1,12,99,5,3672,12,9999,99,101,3,6,NA,1,1,48,1,9,297,NA,8
"28709",20,2,2014,4,13,13,99,99,5,3676,99,9999,99,1329,3,6,NA,1,1,999,1,9,301,NA,16
"28710",20,2,2014,4,14,1,12,1,1,423,2,9999,99,102,3,6,NA,2,1,999,9,9,423,NA,16
"28711",20,2,2014,4,14,5,6,3,1,420,99,2002,15,501,3,4,NA,2,1,26,1,9,420,NA,4
"28712",20,2,2014,4,17,22,4,3,1,419,99,2013,99,2201,3,5,NA,2,1,19,1,9,419,NA,2
"28713",20,2,2014,4,20,1,1,99,5,3674,7,2004,44,108,4,4,NA,1,1,21,1,9,299,NA,3
"28714",20,2,2014,4,20,18,6,6,1,422,99,1997,15,1801,4,3,NA,2,1,35,1,9,422,NA,6
"28715",20,2,2015,5,3,11,4,99,5,4635,99,9999,99,1105,1,6,1,2,9,999,9,9,NA,18,16
"28716",20,2,2015,5,5,5,4,99,5,4640,99,9999,2,501,1,6,1,2,1,36,1,9,NA,8,6
"28717",20,2,2015,5,5,6,4,99,5,4634,99,9999,99,603,1,6,1,2,9,999,9,9,NA,18,16
"28718",20,2,2015,5,6,18,6,99,2,553,99,1999,15,1801,2,3,1,2,1,64,1,1,NA,13,11
"28719",20,2,2015,5,6,22,1,99,5,4639,99,9999,21,2201,2,6,1,2,9,999,9,9,NA,18,16
"28720",20,2,2015,5,8,1,1,99,5,4632,13,9999,99,101,2,6,1,1,9,999,9,9,NA,18,16
"28721",20,2,2015,5,8,5,4,99,5,4633,99,9999,99,501,2,6,1,2,1,25,1,1,NA,6,4
"28722",20,2,2015,5,9,4,4,99,5,4636,99,9999,99,413,2,6,1,2,9,999,9,9,NA,18,16
"28723",20,2,2015,5,9,18,4,3,1,554,99,9999,21,1801,2,6,1,2,2,19,1,1,NA,4,2
"28724",20,2,2015,5,11,1,1,4,5,4631,3,2001,34,101,2,4,1,1,2,23,1,1,NA,5,3
"28725",20,2,2015,5,14,1,1,3,5,4638,99,9999,21,102,3,6,2,2,1,19,1,9,NA,4,2
"28726",20,2,2015,5,15,4,4,99,5,4637,99,9999,99,401,3,6,2,2,9,999,9,9,NA,18,16
"28727",20,2,2015,5,18,1,3,2,1,557,99,9999,34,102,4,6,3,2,1,31,1,1,NA,7,5
"28728",20,2,2015,5,18,17,14,1,1,558,99,9999,99,1701,4,6,3,2,1,30,1,1,NA,7,5
"28729",20,2,2015,5,19,9,9,6,4,556,5,2007,44,901,4,4,3,2,1,20,1,1,NA,5,3
"28730",20,2,2015,5,20,9,1,4,4,555,5,1991,44,901,4,3,3,1,1,25,1,2,NA,6,4
"28731",20,2,2015,5,20,14,1,6,1,559,99,9999,99,1401,4,6,3,2,1,999,9,1,NA,18,16
"28732",20,2,2015,5,21,6,2,5,2,551,99,9999,44,602,4,6,3,2,1,39,1,2,NA,8,6
"28733",20,2,2015,5,23,11,2,5,1,552,99,1994,42,1109,4,3,3,2,1,999,9,1,NA,18,16
"28734",20,2,2016,6,0,1,4,99,4,701,99,9999,999,109,1,6,1,1,NA,NA,NA,NA,NA,NA,NA
"28735",20,2,2016,6,0,20,1,99,5,5620,99,9999,999,2001,1,6,1,1,NA,NA,NA,NA,NA,NA,NA
"28736",20,2,2016,6,1,1,1,99,5,5628,7,9999,999,101,1,6,1,1,NA,NA,NA,NA,NA,NA,NA
"28737",20,2,2016,6,1,1,4,5,1,695,7,9999,32,101,1,6,1,1,NA,NA,NA,NA,NA,NA,NA
"28738",20,2,2016,6,1,1,6,15,5,5618,7,9999,999,101,1,6,1,1,NA,NA,NA,NA,NA,NA,NA
"28739",20,2,2016,6,1,1,99,99,5,5619,7,9999,999,101,1,6,1,1,NA,NA,NA,NA,NA,NA,NA
"28740",20,2,2016,6,1,1,99,99,5,5623,21,9999,999,101,1,6,1,1,NA,NA,NA,NA,NA,NA,NA
"28741",20,2,2016,6,3,16,6,99,5,5626,99,9999,999,1601,1,6,1,1,NA,NA,NA,NA,NA,NA,NA
"28742",20,2,2016,6,4,13,2,1,4,700,99,9999,50,1305,1,6,1,2,NA,NA,NA,NA,NA,NA,NA
"28743",20,2,2016,6,5,19,99,99,5,5621,99,9999,999,1901,1,6,1,2,NA,NA,NA,NA,NA,NA,NA
"28744",20,2,2016,6,5,20,99,99,5,5625,99,9999,999,2001,1,6,1,1,NA,NA,NA,NA,NA,NA,NA
"28745",20,2,2016,6,6,1,4,99,5,5627,1,9999,999,101,2,6,1,1,NA,NA,NA,NA,NA,NA,NA
"28746",20,2,2016,6,7,2,2,2,4,699,99,9999,69,207,2,6,1,2,NA,NA,NA,NA,NA,NA,NA
"28747",20,2,2016,6,10,9,99,99,5,5622,99,9999,999,914,2,6,1,2,NA,NA,NA,NA,NA,NA,NA
"28748",20,2,2016,6,12,9,4,99,5,5630,99,9999,999,901,3,6,2,2,NA,NA,NA,NA,NA,NA,NA
"28749",20,2,2016,6,12,16,3,1,5,5629,99,9999,69,1601,3,6,2,1,NA,NA,NA,NA,NA,NA,NA
"28750",20,2,2016,6,14,10,1,4,1,697,99,2004,52,1014,3,4,2,2,NA,NA,NA,NA,NA,NA,NA
"28751",20,2,2016,6,14,12,3,2,1,704,99,1985,69,1202,3,2,2,1,NA,NA,NA,NA,NA,NA,NA
"28752",20,2,2016,6,14,20,4,5,1,696,99,9999,67,2001,3,6,2,2,NA,NA,NA,NA,NA,NA,NA
"28753",20,2,2016,6,15,13,3,5,3,705,99,9999,69,1311,3,6,2,2,NA,NA,NA,NA,NA,NA,NA
"28754",20,2,2016,6,16,3,3,2,1,698,99,9999,69,312,3,6,2,2,NA,NA,NA,NA,NA,NA,NA
"28755",20,2,2016,6,16,5,1,99,2,702,99,1995,69,501,3,3,2,1,NA,NA,NA,NA,NA,NA,NA
"28756",20,2,2016,6,17,1,1,1,5,5624,11,9999,48,101,3,6,2,1,NA,NA,NA,NA,NA,NA,NA
"28757",20,2,2016,6,19,7,1,2,5,5631,99,9999,999,704,4,6,3,2,NA,NA,NA,NA,NA,NA,NA
"28758",20,2,2016,6,23,5,4,5,1,703,99,2015,32,504,4,5,3,2,NA,NA,NA,NA,NA,NA,NA
"28759",20,2,2017,1,0,1,1,5,5,857,99,9999,28,117,1,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"28760",20,2,2017,1,3,5,99,99,5,859,99,9999,999,513,1,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"28761",20,2,2017,1,6,12,3,3,5,861,99,1993,69,1201,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA
"28762",20,2,2017,1,9,18,1,99,5,862,99,2009,69,1804,2,4,1,NA,NA,NA,NA,NA,NA,NA,NA
"28763",20,2,2017,1,15,20,99,99,5,858,99,9999,999,2007,3,6,2,NA,NA,NA,NA,NA,NA,NA,NA
"28764",20,2,2017,1,17,18,12,4,1,517,99,2006,89,1804,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA
"28765",20,2,2017,1,18,10,6,2,5,860,99,1992,56,1015,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA
"28766",20,2,2017,1,22,1,1,4,1,516,10,2016,28,101,4,5,3,NA,NA,NA,NA,NA,NA,NA,NA
"28767",20,3,2009,5,5,5,3,4,1,885,NA,2008,NA,NA,1,4,NA,2,1,39,1,1,NA,NA,6
"28768",20,3,2009,5,6,18,3,2,1,892,NA,2008,NA,NA,2,4,NA,2,1,28,1,1,NA,NA,4
"28769",20,3,2009,5,12,12,3,99,2,888,NA,9999,NA,NA,3,6,NA,1,1,39,1,1,NA,NA,6
"28770",20,3,2009,5,13,5,6,4,3,886,NA,9999,NA,NA,3,6,NA,2,1,29,1,1,NA,NA,4
"28771",20,3,2009,5,14,10,4,4,1,887,NA,9999,NA,NA,3,6,NA,1,1,28,1,1,NA,NA,4
"28772",20,3,2009,5,18,2,14,1,1,890,NA,2008,NA,NA,4,4,NA,2,1,20,1,1,NA,NA,3
"28773",20,3,2009,5,18,7,1,99,2,891,NA,1997,NA,NA,4,3,NA,2,1,25,1,2,NA,NA,4
"28774",20,3,2009,5,18,16,9,2,1,889,NA,2008,NA,NA,4,4,NA,2,1,45,1,1,NA,NA,8
"28775",20,3,2010,6,3,1,1,11,2,NA,14,1999,NA,NA,1,3,NA,1,1,20,1,9,NA,NA,3
"28776",20,3,2010,6,3,12,9,2,3,NA,99,2008,NA,NA,1,4,NA,2,1,39,1,1,NA,NA,6
"28777",20,3,2010,6,4,10,5,6,1,NA,99,9999,NA,NA,1,6,NA,2,9,999,9,9,NA,NA,16
"28778",20,3,2010,6,8,5,4,5,1,NA,99,2007,NA,NA,2,4,NA,2,1,32,1,1,NA,NA,5
"28779",20,3,2010,6,12,1,12,1,1,NA,12,9999,NA,NA,3,6,NA,1,2,29,1,1,NA,NA,4
"28780",20,3,2010,6,15,1,12,99,3,NA,99,9999,NA,NA,3,6,NA,2,1,34,1,1,NA,NA,5
"28781",20,3,2010,6,15,2,2,2,4,NA,99,9999,NA,NA,3,6,NA,2,1,40,1,1,NA,NA,7
"28782",20,3,2010,6,15,14,4,1,1,NA,99,2008,NA,NA,3,4,NA,2,1,16,2,1,NA,NA,2
"28783",20,3,2010,6,17,15,4,3,1,NA,99,2007,NA,NA,3,4,NA,2,1,24,1,1,NA,NA,3
"28784",20,3,2010,6,18,1,3,4,3,NA,99,9999,NA,NA,4,6,NA,1,2,28,1,1,NA,NA,4
"28785",20,3,2010,6,18,1,4,1,1,NA,99,9999,NA,NA,4,6,NA,2,1,21,1,1,NA,NA,3
"28786",20,3,2010,6,18,3,3,9,2,NA,99,1998,NA,NA,4,3,NA,2,2,18,1,9,NA,NA,2
"28787",20,3,2010,6,18,12,5,7,2,NA,2,1991,NA,NA,4,3,NA,1,9,999,9,9,NA,NA,16
"28788",20,3,2010,6,19,5,6,99,1,NA,99,9999,NA,NA,4,6,NA,2,9,999,9,9,NA,NA,16
"28789",20,3,2010,6,20,18,4,1,2,NA,99,9999,NA,NA,4,6,NA,2,1,22,1,1,NA,NA,3
"28790",20,3,2010,6,23,1,10,2,1,NA,18,9999,NA,NA,4,6,NA,1,1,35,1,1,NA,NA,6
"28791",20,3,2011,7,9,1,4,5,1,143,2,2008,41,NA,2,4,NA,2,1,32,1,1,NA,NA,5
"28792",20,3,2011,7,12,9,3,99,1,145,99,9999,99,NA,3,6,NA,1,1,25,1,1,NA,NA,4
"28793",20,3,2011,7,20,1,2,3,1,144,9,1987,5,NA,4,2,NA,2,1,20,1,1,NA,NA,3
"28794",20,3,2011,7,20,17,4,99,4,146,99,9999,99,NA,4,6,NA,1,1,53,1,2,NA,NA,9
"28795",20,3,2011,7,21,17,4,99,4,147,99,9999,99,NA,4,6,NA,1,1,34,1,2,NA,NA,5
"28796",20,3,2012,2,2,22,3,3,1,728,99,9999,NA,2201,1,6,NA,2,1,16,2,9,NA,NA,2
"28797",20,3,2012,2,6,10,5,1,2,729,99,9999,NA,1001,2,6,NA,2,9,999,9,9,NA,NA,16
"28798",20,3,2012,2,13,8,3,8,4,730,99,9999,NA,801,3,6,NA,2,1,49,1,9,NA,NA,8
"28799",20,3,2012,2,14,1,1,4,2,727,1,9999,NA,108,3,6,NA,1,2,21,1,9,NA,NA,3
"28800",20,3,2012,2,17,7,3,3,1,731,99,9999,NA,701,3,6,NA,2,1,31,1,9,NA,NA,5
"28801",20,3,2013,3,0,1,99,99,5,4358,99,9999,99,114,1,6,NA,2,1,999,1,9,NA,NA,16
"28802",20,3,2013,3,6,13,3,5,5,4364,99,9999,44,1301,2,6,NA,2,1,999,1,9,NA,NA,16
"28803",20,3,2013,3,6,20,99,99,5,4359,99,9999,99,2007,2,6,NA,2,1,999,1,9,NA,NA,16
"28804",20,3,2013,3,7,6,3,2,2,831,99,9999,44,601,2,6,NA,2,1,30,1,9,NA,NA,5
"28805",20,3,2013,3,11,1,4,3,5,4357,5,9999,2,101,2,6,NA,1,1,23,1,9,NA,NA,3
"28806",20,3,2013,3,13,22,3,5,3,830,99,9999,44,2214,3,6,NA,2,9,999,9,9,NA,NA,16
"28807",20,3,2013,3,17,5,2,8,5,4360,99,9999,37,504,3,6,NA,2,1,41,1,1,NA,NA,7
"28808",20,3,2013,3,18,10,1,6,5,4362,99,9999,32,1001,4,6,NA,1,2,18,1,1,NA,NA,2
"28809",20,3,2013,3,19,2,99,99,5,4365,99,9999,99,208,4,6,NA,2,1,999,1,9,NA,NA,16
"28810",20,3,2013,3,20,9,99,99,5,4363,99,9999,99,908,4,6,NA,2,1,999,1,9,NA,NA,16
"28811",20,3,2013,3,21,5,1,11,5,4361,99,1983,44,502,4,2,NA,2,1,45,1,2,NA,NA,8
"28812",20,3,2014,4,9,20,3,9,1,617,99,9999,44,2001,2,6,NA,2,1,23,1,1,617,NA,3
"28813",20,3,2014,4,12,18,4,3,5,3832,99,9999,23,1803,3,6,NA,2,1,20,1,9,457,NA,3
"28814",20,3,2014,4,15,13,1,4,1,619,1,2003,34,1301,3,4,NA,1,1,49,1,1,619,NA,8
"28815",20,3,2014,4,19,9,12,1,1,618,99,1992,22,922,4,3,NA,2,1,34,1,1,618,NA,5
"28816",20,3,2014,4,19,9,12,6,5,3831,99,1992,99,922,4,3,NA,2,1,34,1,9,456,NA,5
"28817",20,3,2014,4,22,1,4,1,5,3830,6,2007,99,108,4,4,NA,2,1,34,1,9,455,NA,5
"28818",20,3,2015,5,0,1,1,5,1,837,10,2010,32,101,1,5,1,1,1,26,1,1,NA,6,4
"28819",20,3,2015,5,1,14,5,2,2,842,99,1995,18,1401,1,3,1,2,1,30,1,1,NA,7,5
"28820",20,3,2015,5,2,1,99,99,5,4834,7,9999,99,101,1,6,1,1,1,999,9,9,NA,18,16
"28821",20,3,2015,5,4,5,2,99,2,838,99,9999,34,507,1,6,1,2,1,31,1,2,NA,7,5
"28822",20,3,2015,5,4,14,3,1,2,843,99,1991,44,1401,1,3,1,2,1,21,1,2,NA,5,3
"28823",20,3,2015,5,11,4,5,99,5,4835,1,9999,99,401,2,6,1,1,1,23,1,1,NA,5,3
"28824",20,3,2015,5,11,21,4,99,5,4837,99,9999,2,2101,2,6,1,2,1,25,1,9,NA,6,4
"28825",20,3,2015,5,15,11,2,6,3,839,99,9999,37,1109,3,6,2,2,1,20,1,2,NA,5,3
"28826",20,3,2015,5,17,6,99,99,5,4836,99,9999,99,601,3,6,2,2,1,999,9,9,NA,18,16
"28827",20,3,2015,5,17,7,9,4,5,4839,99,9999,44,701,3,6,2,2,1,999,9,9,NA,18,16
"28828",20,3,2015,5,18,11,4,99,5,4838,99,9999,99,1108,4,6,3,2,1,999,9,9,NA,18,16
"28829",20,3,2015,5,21,2,4,5,2,841,99,9999,99,208,4,6,3,2,1,22,1,1,NA,5,3
"28830",20,3,2015,5,21,9,4,3,1,840,99,2013,2,920,4,5,3,2,1,24,1,1,NA,5,3
"28831",20,3,2016,7,3,5,4,1,5,5890,99,2013,32,501,1,5,1,1,NA,NA,NA,NA,NA,NA,NA
"28832",20,3,2016,7,4,1,1,5,2,1154,99,9999,69,117,1,6,1,1,NA,NA,NA,NA,NA,NA,NA
"28833",20,3,2016,7,7,1,4,1,4,1153,13,9999,999,101,2,6,1,1,NA,NA,NA,NA,NA,NA,NA
